"16" 4039 36 4039 0.366326211350904 53.7331 9.8776 "Quickborn" "Schleswig-Holstein" "N" 13 19741201 20150422
"17" 769 34 769 0.366295887014598 52.2817 9.0889 "Bückeburg" "Niedersachsen" "N" 68 19790101 20150422
"18" 662 54 662 0.353667718888636 52.2914 10.4465 "Braunschweig" "Niedersachsen" "N" 81 19610101 20150422
"19" 2474 32 2474 0.341415064800191 50.9104 6.4093 "Jülich (Forsch.-Anlage)" "Nordrhein-Westfalen" "W" 91 19760101 20081231
"20" 433 44 433 0.341139144281176 52.4675 13.4021 "Berlin-Tempelhof" "Berlin" "O" 48 19480101 20150422
"21" 599 36 599 0.336927305270001 50.7055 7.1467 "Bonn-Friesdorf" "Nordrhein-Westfalen" "W" 62 19321001 19990301
"22" 3790 35 3790 0.336249169663383 53.1018 8.2516 "Oldenburg (A)" "Niedersachsen" "N" 5 19470101 19890930
"23" 4642 38 4642 0.335923658228194 52.8911 11.7297 "Seehausen" "Sachsen-Anhalt" "O" 21 19761001 20150422
"24" 3103 47 3103 0.335224929534725 53.2657 10.424 "Lüneburg" "Niedersachsen" "N" 11 19470501 19971231
"25" 14311 34 14311 0.33498760803165 50.1505 6.5526 "Hersdorf-Weißenseifen" "Rheinland-Pfalz" "W" 530 19610101 20051231
"26" 44 41 44 0.332549224881338 52.9335 8.237 "Großenkneten" "Niedersachsen" "N" 44 19710301 20150422
"27" 3552 53 3552 0.331176694289162 52.9037 12.8072 "Neuruppin" "Brandenburg" "O" 38 19610101 20150422
"28" 3031 34 3031 0.32215494800516 51.6334 8.3943 "Lippstadt-Bökenförde" "Nordrhein-Westfalen" "W" 92 19801201 20150422
"29" 2968 46 2968 0.322086464505654 50.9895 6.9779 "Köln-Stammheim" "Nordrhein-Westfalen" "W" 43 19450101 20150422
"30" 863 65 863 0.322059021521721 51.7904 10.347 "Clausthal-Zellerfeld" "Niedersachsen" "N" 585 18900101 20120404
"31" 3086 30 3086 0.319782249746696 53.8025 10.6988 "Lübeck-Blankensee" "Schleswig-Holstein" "N" 16 19850301 20150422
"32" 2115 63 2115 0.317417025728887 54.175 7.892 "Helgoland" "Schleswig-Holstein" "N" 4 19520501 20150422
"33" 2444 102 2444 0.313852426337749 50.9251 11.583 "Jena (Sternwarte)" "Thüringen" "O" 155 18240101 20150422
"34" 400 32 400 0.313544329693085 52.6309 13.5022 "Berlin-Buch" "Berlin" "O" 60 19610101 20150422
"35" 4752 45 4752 0.311281655446888 50.3746 11.1828 "Sonneberg-Neufang" "Thüringen" "O" 626 19510101 20080630
"36" 480 51 480 0.310092346464134 50.9198 8.5268 "Biedenkopf" "Hessen" "W" 349 19450101 20061231
"37" 891 69 891 0.306096154778859 53.8713 8.7058 "Cuxhaven" "Niedersachsen" "N" 5 19460101 20150422
"38" 3955 47 3955 0.304858654928896 54.159 10.402 "Plön (See)" "Schleswig-Holstein" "N" 24 19500101 19970131
"39" 2014 75 2014 0.304135974051944 52.4644 9.6779 "Hannover" "Niedersachsen" "N" 55 19360101 20150422
"40" 1503 45 1503 0.303145745135761 53.0643 7.9022 "Friesoythe-Altenoythe" "Niedersachsen" "N" 6 19470201 20150422
"41" 3631 68 3631 0.302078163834955 53.7123 7.1519 "Norderney" "Niedersachsen" "N" 11 19470101 20150422
"42" 4094 46 4094 0.30103134970206 47.8062 9.6206 "Weingarten, Kr. Ravensburg" "Baden-Württemberg" "S" 440 19460101 20150422
"43" 2532 63 2532 0.300321420628855 51.2963 9.4424 "Kassel" "Hessen" "W" 231 19510101 20131031
"44" 164 64 164 0.300226181650963 53.0316 13.9907 "Angermünde" "Brandenburg" "O" 54 19470101 20150422
"45" 1987 41 1987 0.297261488614608 53.5468 9.9664 "Hamburg-Sankt Pauli" "Hamburg" "N" 35 19560101 20000229
"46" 377 39 377 0.292508431309686 49.107 7.9967 "Bergzabern, Bad" "Rheinland-Pfalz" "W" 252 19470101 20150422
"47" 722 64 722 0.292503035982577 51.7986 10.6183 "Brocken" "Sachsen-Anhalt" "O" 1134 19470911 20150422
"48" 5078 53 5078 0.291113078665169 53.9619 10.8892 "Travemünde" "Schleswig-Holstein" "N" 2 19400101 20010930
"49" 3811 32 3811 0.287109582103087 51.296 13.0928 "Oschatz" "Sachsen" "O" 150 19780101 20150422
"50" 2122 46 2122 0.285095699620373 53.9701 9.0095 "Helse, Kr. Dithmarschen" "Schleswig-Holstein" "N" 2 19510401 20020531
"51" 3044 52 3044 0.284556510897926 52.7216 7.7463 "Löningen" "Niedersachsen" "N" 22 19460101 20150422
"52" 2932 43 2932 0.282972532508173 51.4348 12.2396 "Leipzig/Halle" "Sachsen" "O" 131 19720501 20150422
"53" 1078 45 1078 0.282771265179705 51.296 6.7686 "Düsseldorf" "Nordrhein-Westfalen" "W" 37 19690701 20150422
"54" 1667 49 1667 0.2791991195024 53.797 9.4295 "Glückstadt" "Schleswig-Holstein" "N" 1 19480101 20061231
"55" 2601 75 2601 0.276412366181671 50.2218 8.4469 "Kleiner Feldberg/Taunus" "Hessen" "W" 826 19360101 20150422
"56" 2925 58 2925 0.275884937764163 51.3933 10.3123 "Leinefelde" "Thüringen" "O" 356 19570101 20150422
"57" 4177 43 4177 0.274774476394599 48.9726 8.3302 "Rheinstetten" "Baden-Württemberg" "S" 116 19480101 20150422
"58" 3679 48 3679 0.274674684463558 47.6185 12.1666 "Kiefersfelden-Gach" "Bayern" "S" 518 19470101 20150422
"59" 198 57 198 0.274142006766198 51.3745 11.292 "Artern" "Thüringen" "O" 164 19540101 20150422
"60" 701 66 701 0.269257052152814 53.5332 8.5761 "Bremerhaven" "Bremen" "N" 7 19490101 20150422
"61" 5371 72 5371 0.268765545340677 50.4973 9.9428 "Wasserkuppe" "Hessen" "W" 921 19360101 20150422
"62" 3015 68 3015 0.264882904515398 52.2085 14.118 "Lindenberg" "Brandenburg" "O" 98 19060401 20150422
"63" 3028 64 3028 0.264490918815323 51.7855 8.8388 "Lippspringe, Bad" "Nordrhein-Westfalen" "W" 157 19510101 20150422
"64" 2147 66 2147 0.263697268229932 52.1264 8.6865 "Herford" "Nordrhein-Westfalen" "W" 77 19360101 20071231
"65" 591 50 591 0.26127932295349 53.3911 10.6878 "Boizenburg" "Mecklenburg-Vorpommern" "O" 45 19470101 20150422
"66" 4393 61 4393 0.260223467273502 54.3279 8.603 "Sankt Peter-Ording" "Schleswig-Holstein" "N" 5 19510101 20150422
"67" 1757 37 1757 0.260123703170994 54.0967 13.4056 "Greifswald" "Mecklenburg-Vorpommern" "O" 2 18980301 20150422
"68" 5629 61 5629 0.259373426589302 51.8892 12.6445 "Wittenberg" "Sachsen-Anhalt" "O" 105 19470101 20150422
"69" 3167 52 3167 0.258298533767285 50.662 7.9602 "Marienberg, Bad" "Rheinland-Pfalz" "W" 547 19621201 20150422
"70" 3032 75 3032 0.25583113853848 55.011 8.4125 "List auf Sylt" "Schleswig-Holstein" "N" 26 19370101 20150422
"71" 2667 57 2667 0.255555917523258 50.8646 7.1575 "Köln-Bonn" "Nordrhein-Westfalen" "W" 92 19570901 20150422
"72" 3776 36 3776 0.254953448323527 50.0946 8.7546 "Offenbach/M. (Stadt)" "Hessen" "W" 110 19571101 19951031
"73" 3 74 3 0.253384515985231 50.7827 6.0941 "Aachen" "Nordrhein-Westfalen" "W" 202 18910101 20110331
"74" 3231 36 3231 0.252715838015117 50.5612 10.3771 "Meiningen" "Thüringen" "O" 450 19790101 20150422
"75" 5732 55 5732 0.25182818329907 54.6928 8.5271 "Wrixum/Föhr" "Schleswig-Holstein" "N" 8 18870701 20030630
"76" 1975 74 1975 0.250338973238485 53.6332 9.9881 "Hamburg-Fuhlsbüttel" "Hamburg" "N" 11 18910101 20150422
"77" 4745 67 4745 0.246473888921466 52.9604 9.7931 "Soltau" "Niedersachsen" "N" 76 19470721 20150422
"78" 3085 35 3085 0.24552876277694 53.8773 10.6915 "Lübeck" "Schleswig-Holstein" "N" 15 19500301 19850228
"79" 3126 64 3126 0.244673501144759 52.1029 11.5827 "Magdeburg" "Sachsen-Anhalt" "O" 76 19470101 20150422
"80" 243 33 243 0.244428730537139 53.4621 7.467 "Aurich" "Niedersachsen" "N" 4 19580901 20061231
"81" 2483 60 2483 0.24353079454098 51.1803 8.4891 "Kahler Asten" "Nordrhein-Westfalen" "W" 839 19550101 20150422
"82" 1544 46 1544 0.243130076145918 52.5129 11.3941 "Gardelegen" "Sachsen-Anhalt" "O" 47 19470101 20150422
"83" 1303 75 1303 0.242327395601611 51.404 6.9676 "Essen-Bredeney" "Nordrhein-Westfalen" "W" 150 19350101 20150422
"84" 3023 64 3023 0.242194882547365 52.5181 7.3081 "Lingen" "Niedersachsen" "N" 22 19510101 20150422
"85" 5300 31 5300 0.241873029506304 50.2599 8.3602 "Waldems-Reinborn" "Hessen" "W" 380 19510101 20150422
"86" 3924 44 3924 0.240925070731962 48.9059 8.7412 "Pforzheim-Eutingen" "Baden-Württemberg" "S" 246 19370101 20050831
"87" 2907 40 2907 0.240652187060158 54.7903 8.9514 "Leck" "Schleswig-Holstein" "N" 7 19741101 20150422
"88" 3490 65 3490 0.237122961453904 50.5346 7.0853 "Neuenahr, Bad-Ahrweiler" "Rheinland-Pfalz" "W" 111 19480101 20150422
"89" 3093 60 3093 0.236746512309527 52.9724 11.1374 "Lüchow" "Niedersachsen" "N" 17 19541201 20150422
"90" 619 57 619 0.23553173391462 53.5788 6.6703 "Borkum-Süderstraße" "Niedersachsen" "N" 12 19470101 20060228
"91" 450 61 450 0.234313414463431 49.9186 7.0664 "Bernkastel-Kues" "Rheinland-Pfalz" "W" 120 19450101 20121203
"92" 4371 74 4371 0.233780313547238 52.1042 8.7521 "Salzuflen, Bad" "Nordrhein-Westfalen" "W" 135 19350101 20150422
"93" 3004 41 3004 0.2325908697436 50.4116 8.0605 "Limburg/Lahn-Offheim" "Hessen" "W" 185 19490101 19990630
"94" 3376 51 3376 0.231955747594428 52.5176 14.1232 "Müncheberg" "Brandenburg" "O" 63 19490101 20150422
"95" 2522 69 2522 0.231551417365443 49.0382 8.3641 "Karlsruhe" "Baden-Württemberg" "S" 112 18760101 20081031
"96" 596 68 596 0.231206918766159 54.0028 11.1908 "Boltenhagen" "Mecklenburg-Vorpommern" "O" 15 19470101 20150422
"97" 3815 59 3815 0.231110363286408 52.2553 8.0534 "Osnabrück" "Niedersachsen" "N" 95 19520201 20101130
"98" 4501 36 4501 0.229163990626764 50.6546 10.7693 "Schmücke" "Thüringen" "O" 937 19471101 20150422
"99" 1639 73 1639 0.224371093535744 50.6017 8.6439 "Gießen/Wettenberg" "Hessen" "W" 203 19390101 20150422
"100" 2456 63 2456 0.222086989339324 53.5322 7.8806 "Jever" "Niedersachsen" "N" 7 19400101 20050826
"101" 5009 57 5009 0.222007130696731 53.761 12.5574 "Teterow" "Mecklenburg-Vorpommern" "O" 38 19470101 20150422
"102" 2597 68 2597 0.220148351370356 50.2241 10.0792 "Kissingen, Bad" "Bayern" "S" 282 19460101 20150422
"103" 4271 64 4271 0.219931328369785 54.1802 12.0805 "Rostock-Warnemünde" "Mecklenburg-Vorpommern" "O" 4 19470101 20150422
"104" 2171 61 2171 0.217600129190482 50.8519 9.7378 "Hersfeld, Bad" "Hessen" "W" 272 19490101 20150422
"105" 691 75 691 0.215840819184241 53.0445 8.7985 "Bremen" "Bremen" "N" 4 18900101 20150422
"106" 1172 38 1172 0.215655664337334 51.8189 9.8871 "Einbeck" "Niedersachsen" "N" 123 19510101 19891130
"107" 1270 64 1270 0.212034988860584 50.9829 10.9608 "Erfurt-Weimar" "Thüringen" "O" 316 19510101 20150422
"108" 2464 35 2464 0.2107865743433 53.5316 9.6752 "Jork" "Niedersachsen" "N" 1 19510101 19901031
"109" 5250 36 5250 0.200491655652012 48.0908 7.6353 "Vogtsburg-Oberrotweil" "Baden-Württemberg" "S" 223 19360101 20031231
"110" 5282 40 5282 0.195556759320702 51.1197 13.6744 "Wahnsdorf bei Dresden" "Sachsen" "O" 246 19170101 19740630
"111" 2503 34 2503 0.193828480676221 50.6266 10.1455 "Kaltennordheim" "Thüringen" "O" 487 19510101 20030331
"112" 5705 68 5705 0.189957025021016 49.7703 9.9577 "Würzburg" "Bayern" "S" 268 19470101 20150422
"113" 502 39 502 0.188675033769728 49.8747 9.4883 "Bischbrunn" "Bayern" "S" 412 19670801 20061231
"114" 259 31 259 0.186307003209247 47.8063 7.6384 "Müllheim" "Baden-Württemberg" "S" 273 19470101 20150422
"115" 403 65 403 0.183873784521303 52.4578 13.3101 "Berlin-Dahlem (FU)" "Berlin" "O" 51 19500101 20150422
"116" 1612 63 1612 0.183769121450112 50.8813 12.1289 "Gera-Leumnitz" "Thüringen" "O" 311 19520101 20150422
"117" 5490 45 5490 0.183171530355453 51.8454 10.7686 "Wernigerode" "Sachsen-Anhalt" "O" 234 19470101 20150422
"118" 555 42 555 0.181520797531364 51.4789 7.2697 "Bochum" "Nordrhein-Westfalen" "W" 101 19400101 20150422
"119" 5906 66 5906 0.180463885833974 49.509 8.5541 "Mannheim" "Baden-Württemberg" "S" 96 19360101 20150422
"120" 5779 35 5779 0.179491555872706 50.7314 13.7516 "Zinnwald-Georgenfeld" "Sachsen" "O" 877 19710101 20150422
"121" 1048 48 1048 0.175062722401022 51.128 13.7543 "Dresden-Klotzsche" "Sachsen" "O" 227 19600101 20150422
"122" 4466 66 4466 0.171427943988809 54.5275 9.5486 "Schleswig" "Schleswig-Holstein" "N" 43 19470101 20150422
"123" 4625 72 4625 0.168760542086107 53.6425 11.3872 "Schwerin" "Mecklenburg-Vorpommern" "O" 59 18900101 20150422
"124" 4301 65 4301 0.167912863192021 49.8502 7.871 "Kreuznach, Bad" "Rheinland-Pfalz" "W" 102 19470101 20150422
"125" 5664 42 5664 0.167364563248488 48.2953 8.2391 "Wolfach" "Baden-Württemberg" "S" 291 19580101 20150422
"126" 5146 49 5146 0.166194502312424 52.9413 10.5287 "Uelzen" "Niedersachsen" "N" 50 19510101 20150422
"127" 2565 47 2565 0.163826498691896 54.3378 10.0929 "Kiel-Kronshagen" "Schleswig-Holstein" "N" 17 19400101 19880930
"128" 867 60 867 0.161670140192883 50.3067 10.968 "Lautertal-Oberlauter" "Bayern" "S" 345 19470101 20150422
"129" 5138 50 5138 0.161365053942285 47.7713 9.1562 "Überlingen/Bodensee" "Baden-Württemberg" "S" 446 19460101 20031231
"130" 880 61 880 0.161357383967671 51.776 14.3168 "Cottbus" "Brandenburg" "O" 69 18870101 20150422
"131" 183 64 183 0.161092201224098 54.6792 13.4343 "Arkona" "Mecklenburg-Vorpommern" "O" 42 19470101 20150422
"132" 2039 47 2039 0.158712823123095 51.9 10.5701 "Harzburg, Bad" "Niedersachsen" "N" 201 19360101 20150422
"133" 755 72 755 0.156741526402683 49.5181 9.3214 "Buchen, Kr. Neckar-Odenwald" "Baden-Württemberg" "S" 340 19350101 20150422
"134" 1420 64 1420 0.153328000246369 50.026 8.5215 "Frankfurt/Main" "Hessen" "W" 100 19490101 20150422
"135" 3404 52 3404 0.147449905477509 51.9494 7.5906 "Münster" "Nordrhein-Westfalen" "W" 62 18910101 19911231
"136" 5568 40 5568 0.140619065585178 51.1056 9.1081 "Wildungen, Bad" "Hessen" "W" 310 19470101 20010331
"137" 3155 53 3155 0.140615819466948 50.1015 6.8009 "Manderscheid-Sonnenhof" "Rheinland-Pfalz" "W" 413 19611101 20150422
"138" 3575 32 3575 0.139124863073967 49.357 8.1405 "Neustadt/Weinstraße" "Rheinland-Pfalz" "W" 163 19510101 19821231
"139" 1580 80 1580 0.138979700085878 49.9859 7.9549 "Geisenheim" "Hessen" "W" 110 19350101 20150422
"140" 853 64 853 0.138922679326456 50.7913 12.872 "Chemnitz" "Sachsen" "O" 418 19470101 20150422
"141" 2261 68 2261 0.138547246444877 50.3122 11.8761 "Hof" "Bayern" "S" 565 19470101 20150422
"142" 4560 62 4560 0.138145960856703 50.4927 9.1228 "Schotten" "Hessen" "W" 265 19490101 20150422
"143" 5306 32 5306 0.136314245304519 48.9293 13.4641 "Waldhäuser (National Park)" "Bayern" "S" 940 19711201 20031231
"144" 1358 64 1358 0.135807425090378 50.4283 12.9535 "Fichtelberg" "Sachsen" "O" 1213 19470101 20150422
"145" 5802 56 5802 0.133856625782988 49.0007 13.2137 "Zwieselberg" "Bayern" "S" 615 19480101 20030930
"146" 1279 64 1279 0.13148296990499 49.6497 11.0073 "Möhrendorf-Kleinseebach" "Bayern" "S" 268 19490101 20150422
"147" 2638 68 2638 0.130581952470993 48.1054 8.7549 "Klippeneck" "Baden-Württemberg" "S" 973 19470101 20150422
"148" 5654 59 5654 0.12755190831133 49.2178 10.2296 "Wörnitz-Bottenweiler" "Bayern" "S" 464 19480701 20071231
"149" 1832 32 1832 0.120379782842064 49.113 13.1342 "Großer Arber" "Bayern" "S" 1436 19821101 20150422
"150" 5100 67 5100 0.119782171287712 49.7479 6.6582 "Trier-Petrisberg" "Rheinland-Pfalz" "W" 265 19480101 20150422
"151" 1443 66 1443 0.117973879458068 48.0233 7.8344 "Freiburg" "Baden-Württemberg" "S" 236 19490501 20150422
"152" 1346 69 1346 0.117844502442094 47.8749 8.0038 "Feldberg/Schwarzwald" "Baden-Württemberg" "S" 1490 19450101 20150422
"153" 1833 36 1833 0.116839307037107 49.0851 13.2801 "Grosser Falkenstein" "Bayern" "S" 1307 19470101 19821031
"154" 4411 32 4411 0.114673036756512 49.9195 8.9671 "Schaafheim-Schlierbach" "Hessen" "W" 155 19791201 20150422
"155" 4169 57 4169 0.111278711137528 48.6703 7.9939 "Rheinau-Memprechtshofen" "Baden-Württemberg" "S" 131 19580101 20150422
"156" 330 54 330 0.110235205141282 49.5617 8.9679 "Beerfelden" "Hessen" "W" 450 19370101 20150422
"157" 4664 50 4664 0.110172735936224 50.1969 12.1727 "Selb/Oberfranken-Wildenau" "Bayern" "S" 611 19410101 20000630
"158" 1327 41 1327 0.108417149359958 50.7119 6.791 "Weilerswist-Lommersum" "Nordrhein-Westfalen" "W" 146 19370101 20150422
"159" 320 65 320 0.107200167210841 49.9667 11.5197 "Heinersreuth-Vollhof" "Bayern" "S" 350 19470101 20150422
"160" 3879 47 3879 0.102099605407403 48.5779 13.4694 "Passau-Oberhaus" "Bayern" "S" 409 19480101 19970103
"161" 1001 49 1001 0.0946953189922298 51.6451 13.5747 "Doberlug-Kirchhain" "Brandenburg" "O" 97 19480701 20150422
"162" 4125 58 4125 0.0921340866423658 47.7238 12.874 "Reichenhall, Bad" "Bayern" "S" 470 19450101 20061130
"163" 1684 64 1684 0.0910531424396878 51.1622 14.9506 "Görlitz" "Sachsen" "O" 238 19470101 20150422
"164" 1694 36 1694 0.0909485189156248 53.606 12.1033 "Goldberg" "Mecklenburg-Vorpommern" "O" 58 19470101 20150422
"165" 2092 39 2092 0.0892577218732812 50.1691 7.9949 "Heidenrod-Mappershain" "Hessen" "W" 496 19520201 19901231
"166" 851 37 851 0.0872265577244182 49.2504 12.604 "Pemfling-Pitzling" "Bayern" "S" 389 19480201 19960430
"167" 953 62 953 0.0865811403128137 49.7619 7.0541 "Deuselbach" "Rheinland-Pfalz" "W" 481 19500801 20150422
"168" 5516 56 5516 0.0807465424542471 54.5284 11.0605 "Fehmarn" "Schleswig-Holstein" "N" 3 19480101 20150422
"169" 4933 46 4933 0.0789828529135056 48.7137 9.2092 "Stuttgart-Hohenheim" "Baden-Württemberg" "S" 401 19000101 19770630
"170" 3271 74 3271 0.0781079669110336 48.8548 12.9187 "Metten" "Bayern" "S" 313 19410101 20150422
"171" 1197 63 1197 0.0681638419457642 48.9895 10.1312 "Ellwangen-Rindelbach" "Baden-Württemberg" "S" 460 19410101 20150422
"172" 3987 122 3987 0.0667896631268637 52.3813 13.0622 "Potsdam" "Brandenburg" "O" 81 18930101 20150422
"173" 4175 57 4175 0.066233981602825 47.5627 7.7936 "Rheinfelden" "Baden-Württemberg" "S" 287 19530901 20141231
"174" 2044 33 2044 0.0655742285574319 51.652 11.1367 "Harzgerode" "Sachsen-Anhalt" "O" 404 19470101 20150422
"175" 5120 32 5120 0.065237617289113 48.5198 9.0515 "Tübingen" "Baden-Württemberg" "S" 370 19500101 19820430
"176" 3761 65 3761 0.064393868326213 49.207 9.5175 "Öhringen" "Baden-Württemberg" "S" 276 19470101 20150422
"177" 3621 42 3621 0.0638035183924909 48.8254 10.5066 "Reimlingen" "Bayern" "S" 435 19470101 20150422
"178" 5029 40 5029 0.0636425361821776 49.4738 7.0386 "Tholey" "Saarland" "W" 386 19750601 20150422
"179" 4887 68 4887 0.0609029144945135 48.6657 9.8646 "Stötten" "Baden-Württemberg" "S" 734 19470101 20150422
"180" 2761 40 2761 0.054120477062764 48.251 10.4163 "Krumbach-Edenhausen" "Bayern" "S" 520 19510101 19901031
"181" 232 68 232 0.050790285873206 48.4254 10.942 "Augsburg" "Bayern" "S" 461 19470101 20150422
"182" 5941 44 5941 0.0498534818818555 47.6752 12.4696 "Reit im Winkl" "Bayern" "S" 685 19450101 20150422
"183" 1957 37 1957 0.0487672111534405 51.5138 11.9499 "Halle-Kröllwitz" "Sachsen-Anhalt" "O" 93 19510101 20150322
"184" 150 61 150 0.0480764085006511 49.7272 8.116 "Alzey" "Rheinland-Pfalz" "W" 215 19510101 20150422
"185" 5397 66 5397 0.0466935751495305 49.6663 12.1845 "Weiden" "Bayern" "S" 440 19470101 20150422
"186" 282 60 282 0.0439745140902955 49.8742 10.9206 "Bamberg" "Bayern" "S" 240 19490101 20150422
"187" 4911 45 4911 0.0386792084847999 48.8275 12.5598 "Straubing" "Bayern" "S" 350 19510101 20150422
"188" 3946 41 3946 0.0369131374423816 50.4819 12.13 "Plauen" "Sachsen" "O" 386 19470101 20150422
"189" 2497 36 2497 0.0357911648555699 50.5016 6.5262 "Kall-Sistig" "Nordrhein-Westfalen" "W" 505 19470101 20150422
"190" 1440 33 1440 0.0348916254803018 48.2018 7.9336 "Freiamt-Ottoschwanden" "Baden-Württemberg" "S" 481 19710501 20031231
"191" 1972 50 1972 0.0311876351529268 53.4793 10.2415 "Hamburg-Bergedorf" "Hamburg" "N" 35 19120101 19620930
"192" 73 54 73 0.031077330933784 48.6159 13.0506 "Aldersbach-Kriestorf" "Bayern" "S" 340 19590301 20150422
"193" 460 64 460 0.0249754431015173 49.264 6.6868 "Berus" "Saarland" "W" 363 19510101 20150422
"194" 4104 67 4104 0.0215133065374471 49.0424 12.1021 "Regensburg" "Bayern" "S" 365 19470101 20150422
"195" 238 42 238 0.02147252971741 47.9699 9.6672 "Aulendorf-Spiegler" "Baden-Württemberg" "S" 560 19510101 20041231
"196" 2360 42 2360 0.0187338057329622 48.6018 11.6769 "Hüll" "Bayern" "S" 438 19360101 19780430
"197" 4336 59 4336 0.0185618606366304 49.2128 7.1077 "Saarbrücken-Ensheim" "Saarland" "W" 320 19510101 20150422
"198" 4261 64 4261 0.0154991780991973 47.8752 12.1279 "Rosenheim" "Bayern" "S" 444 19500101 20150422
"199" 5404 74 5404 0.0135402936231189 48.4025 11.6946 "Weihenstephan-Dürnast" "Bayern" "S" 477 19310101 20150422
"200" 5440 67 5440 0.0129959456925413 49.0114 10.9319 "Weißenburg-Emetzheim" "Bayern" "S" 439 19360101 20150422
"201" 1490 30 1490 0.0121512894119603 47.6452 9.4795 "Friedrichshafen" "Baden-Württemberg" "S" 394 19470101 19801130
"202" 3730 78 3730 0.00980433466244571 47.3986 10.276 "Oberstdorf" "Bayern" "S" 806 19360101 20150422
"203" 4024 35 4024 6.92437795447165e-06 54.3643 13.477 "Putbus" "Mecklenburg-Vorpommern" "O" 40 19470101 20150422
"204" 2700 66 2700 -0.00883484839690067 48.8301 11.4872 "Kösching" "Bayern" "S" 417 19490101 20150422
"205" 5467 61 5467 -0.0179899395398357 47.7035 12.0119 "Wendelstein" "Bayern" "S" 1832 19510101 20120920
"206" 5792 113 5792 -0.0197500112688125 47.4209 10.9847 "Zugspitze" "Bayern" "S" 2964 19000801 20150422
"207" 5349 34 5349 -0.0203438107952121 53.5196 12.6654 "Waren (Müritz)" "Mecklenburg-Vorpommern" "O" 73 19470101 20150422
"208" 2521 44 2521 -0.0217039698969222 48.6765 11.2961 "Karlshuld" "Bayern" "S" 374 19500101 19940331
"209" 4091 35 4091 -0.0219945719776835 47.7327 12.6827 "Rauschberg bei Ruhpolding" "Bayern" "S" 1640 19620701 19980630
"210" 3390 47 3390 -0.0229762614534303 48.1369 11.7094 "München-Riem" "Bayern" "S" 529 19400101 19920516
"211" 4706 34 4706 -0.0299743196322615 48.2719 13.0273 "Simbach/Inn" "Bayern" "S" 360 19810101 20150422
"212" 4927 34 4927 -0.0323576062697685 48.7693 9.1814 "Stuttgart-Stadt" "Baden-Württemberg" "S" 286 19510101 19840731
"213" 5426 54 5426 -0.036121649940849 49.3758 8.1213 "Weinbiet" "Rheinland-Pfalz" "W" 553 19530101 20150422
"214" 4018 33 4018 -0.0446334839769217 48.1877 11.2206 "Puch" "Bayern" "S" 550 19510101 19830831
"215" 4928 37 4928 -0.0500802689661437 48.8282 9.2 "Stuttgart (Schnarrenberg)" "Baden-Württemberg" "S" 314 19580101 20150422
"216" 2290 77 2290 -0.050948444516522 47.8009 11.0109 "Hohenpeißenberg" "Bayern" "S" 977 17810101 20150422
"217" 3366 62 3366 -0.0511856745158373 48.2791 12.5024 "Mühldorf" "Bayern" "S" 406 19530101 20150422
"218" 1468 64 1468 -0.0518171336010881 48.4537 8.4091 "Freudenstadt" "Baden-Württemberg" "S" 797 19490101 20150422
"219" 3668 60 3668 -0.0523247068225143 49.5031 11.0549 "Nürnberg" "Bayern" "S" 314 19550401 20150422
"220" 5155 64 5155 -0.0825514806099275 48.3837 9.9524 "Ulm" "Baden-Württemberg" "S" 567 19440101 20140831
