8,4,0.5,54.5284,11.0605,Fehmarn,Schleswig-Holstein,N,3.0,19480101,20150422
6,3,0.5,47.976,8.9101,Neuhausen ob Eck,Baden-Württemberg,S,793.0,19811001,19931130
9,4,0.4444444444444444,48.6765,11.2961,Karlshuld,Bayern,S,374.0,19500101,19940331
6,3,0.5,53.9701,9.0095,"Helse, Kr. Dithmarschen",Schleswig-Holstein,N,2.0,19510401,20020531
13,5,0.38461538461538464,49.0382,8.3641,Karlsruhe,Baden-Württemberg,S,112.0,18760101,20081031
2,1,0.5,48.2443,11.5528,Oberschleißheim,Bayern,S,484.0,19760401,20060531
2,1,0.5,54.134,10.5865,Eutin,Schleswig-Holstein,N,50.0,19360101,20031231
13,5,0.38461538461538464,47.3986,10.276,Oberstdorf,Bayern,S,806.0,19360101,20150422
3,1,0.3333333333333333,49.3283,7.3561,Homburg/Saar,Saarland,W,235.0,19700101,20021231
10,8,0.8,48.7137,9.2092,Stuttgart-Hohenheim,Baden-Württemberg,S,401.0,19000101,19770630
5,3,0.6,53.5732,10.6795,Grambek,Schleswig-Holstein,N,27.0,19510101,20150422
14,8,0.5714285714285714,49.2128,7.1077,Saarbrücken-Ensheim,Saarland,W,320.0,19510101,20150422
11,9,0.8181818181818182,52.9604,9.7931,Soltau,Niedersachsen,N,76.0,19470721,20150422
2,1,0.5,52.9413,10.5287,Uelzen,Niedersachsen,N,50.0,19510101,20150422
16,10,0.625,52.1264,8.6865,Herford,Nordrhein-Westfalen,W,77.0,19360101,20071231
2,1,0.5,47.4831,11.0623,Garmisch-Partenkirchen,Bayern,S,719.0,19360101,20150422
4,2,0.5,51.8293,6.5365,Bocholt-Liedern (Wasserwerk),Nordrhein-Westfalen,W,23.0,19470101,20060228
11,8,0.7272727272727273,48.3837,9.9524,Ulm,Baden-Württemberg,S,567.0,19440101,20140831
9,7,0.7777777777777778,49.5181,9.3214,"Buchen, Kr. Neckar-Odenwald",Baden-Württemberg,S,340.0,19350101,20150422
8,3,0.375,53.3552,9.9355,Buchholz in der Nordheide,Niedersachsen,N,77.0,19760601,20040531
6,4,0.6666666666666666,49.207,9.5175,Öhringen,Baden-Württemberg,S,276.0,19470101,20150422
3,1,0.3333333333333333,54.3378,10.0929,Kiel-Kronshagen,Schleswig-Holstein,N,17.0,19400101,19880930
7,3,0.42857142857142855,52.2817,9.0889,Bückeburg,Niedersachsen,N,68.0,19790101,20150422
