"SID","YEAR","allMeanSONNE","allMeanREGEN","allMeanTEMP","allMeanSONNE2","allMeanREGEN2","allMeanTEMP2","allMeanSONNEw","allMeanREGENw","allMeanTEMPw","allMeanSONNEw2","allMeanREGENw2","allMeanTEMPw2"
4752,1967,4.93333333333333,1.5,15.9333333333333,8.31538461538461,1.1,16.9538461538462,8.928,2.642,16.964,8.97317073170732,2.98292682926829,17.0487804878049
4887,1972,9.3,0.466666666666667,17.0333333333333,6.56153846153846,4.1,13.9384615384615,6.052,3.918,15.756,6.32682926829268,3.51219512195122,16.3756097560976
5120,1951,4.63333333333333,6.36666666666667,14.1333333333333,10.0230769230769,1.5,16.0384615384615,8.672,2.906,17.534,7.90731707317073,3.53414634146341,17.6658536585366
5282,1957,11.9666666666667,0.2,17.2333333333333,11.8769230769231,0.446153846153846,22.6692307692308,6.754,5.114,18.508,5.4390243902439,6.10975609756098,16.9146341463415
5568,1975,4.66666666666667,0,13.8333333333333,7.15384615384615,0.961538461538462,15.9769230769231,7.474,1.038,19.104,7.46341463414634,0.960975609756098,19.580487804878
5643,2000,2.26666666666667,0.266666666666667,11.4333333333333,3.35384615384615,0.884615384615385,14.2307692307692,4.518,1.93,16.242,4.67804878048781,2.10243902439024,16.4512195121951
5644,1963,4.73333333333333,0.9,16.3333333333333,5.94615384615385,1.88461538461538,17.0846153846154,7.18,2.944,17.024,7.30975609756098,3.10975609756098,16.9463414634146
5654,1993,3.5,0.366666666666667,13.8333333333333,8.93076923076923,1.25384615384615,16.6769230769231,8.044,3.042,17.262,7.39512195121951,3.35853658536585,17.0634146341463
5941,1974,4.43333333333333,7.8,14.9666666666667,6.23846153846154,5.23076923076923,14.4538461538462,6.886,6.392,15.596,7.03414634146341,6.70731707317073,15.890243902439
6259,2008,8.33333333333333,0,17.8333333333333,8.99230769230769,1.83076923076923,18.9230769230769,6.614,3.478,17.672,6.02439024390244,3.8,17.3682926829268
7367,2012,4.50566666666667,0.233333333333333,16.5333333333333,4.77061538461538,1.79230769230769,17.6923076923077,6.2987,2.116,17.404,6.56180487804878,2.13414634146341,17.1634146341463
7394,2013,2.12766666666667,0,9.6,5.48084615384615,0.430769230769231,13.6692307692308,9.13504,1.014,17.896,9.55814634146341,1.16829268292683,18.4268292682927
7432,2007,4.46666666666667,1.43333333333333,13.5,3.77692307692308,3.16923076923077,15.3769230769231,6.124,2.542,17.49,6.69268292682927,2.2609756097561,17.8975609756098
167,2013,3.211,1.03333333333333,13.5,5.06538461538462,3.09230769230769,15.7923076923077,8.3877,1.284,18.922,8.85775609756098,1.28536585365854,19.390243902439
232,2008,8.26666666666667,0,18.9333333333333,9.7,3.52307692307692,19.0692307692308,7.158,3.654,17.822,6.51707317073171,3.35609756097561,17.619512195122
238,1986,14.7333333333333,0,20.4666666666667,11.4923076923077,2.54615384615385,19.1923076923077,8.368,4.956,17.306,7.99268292682927,5.23658536585366,16.9682926829268
282,1958,0.533333333333333,11.5666666666667,14.3,3.38461538461538,10.6,15.3846153846154,6.968,3.372,17.428,7.65609756097561,1.59756097560976,17.7365853658537
320,1952,8.63333333333333,0.0333333333333333,14.4,10.7307692307692,0.369230769230769,21.1846153846154,9.092,1.194,19.552,8.32439024390244,1.45121951219512,18.5146341463415
330,1982,3.4,9.26666666666667,13.6333333333333,5.76153846153846,3.08461538461538,16.1230769230769,6.474,1.652,18.498,6.48536585365854,1.77804878048781,18.9146341463415
400,1992,13.7,0,20.4666666666667,9.2,1.2,20.5384615384615,7.794,1.182,20.68,7.89268292682927,1.0609756097561,20.6756097560976
427,1993,2.53333333333333,1.53333333333333,13.1333333333333,7.03846153846154,1.13076923076923,15.9461538461538,6.504,2.22,17.154,6.0390243902439,2.49512195121951,17.1
433,1971,6.4,10.7,16.7666666666667,9.29230769230769,5.21538461538462,17.2846153846154,9.686,0.802,20.384,9.67317073170732,0.107317073170732,21.1048780487805
460,1972,8.33333333333333,0.4,19.5333333333333,5.26923076923077,2.7,15.6538461538462,6.118,4.942,17.028,6.67317073170732,5.2,17.6609756097561
1000,1992,14.4,0,19.1666666666667,11.3923076923077,1.48461538461538,19.3769230769231,8.654,1.516,19.146,8.35609756097561,1.3780487804878,19.0487804878049
1001,1955,6.53333333333333,0,17.5,5.67692307692308,3.31538461538462,16.5153846153846,6.104,3.62,17.412,6.4390243902439,3.38780487804878,17.7853658536585
1201,1955,10.4,0,17.2,6.50769230769231,0.853846153846154,16.1461538461538,5.128,2.262,17.298,5.19024390243902,2.48780487804878,17.7634146341463
1270,2002,11.3666666666667,0.233333333333333,15.4333333333333,6.29230769230769,0.269230769230769,15.3538461538462,4.8,2.958,17.38,5.01707317073171,3.5390243902439,17.8390243902439
1303,1981,1.96666666666667,7.33333333333333,15.8,3.02307692307692,7.32307692307692,15.7692307692308,4.614,3.45,17.39,4.96585365853659,2.59512195121951,17.7487804878049
1346,1990,6.86666666666667,3.23333333333333,14.3666666666667,5.11538461538461,11.3230769230769,9.83076923076923,8.44,4.25,12.238,9.52195121951219,1.82926829268293,13.2048780487805
1379,1969,5.46666666666667,3.16666666666667,15.1,4.93076923076923,1.54615384615385,15.1692307692308,8.144,1.022,17.602,8.77560975609756,0.995121951219512,18.1682926829268
1443,2001,9,20.1333333333333,22.6,11.0615384615385,5.47692307692308,22.6384615384615,8.53,2.508,21.326,7.91219512195122,2.79512195121951,21.0536585365854
1503,1981,0.266666666666667,8.63333333333333,15.8,3.8,8.83076923076923,16.1846153846154,4.886,3.31,17.532,4.93170731707317,2.03170731707317,17.7975609756098
1605,2007,4.43333333333333,0.933333333333333,14.4,3.96153846153846,2.2,16.1615384615385,6.216,2.414,18.332,6.79512195121951,2.36341463414634,18.7585365853659
1639,1949,12.1666666666667,0,17.1333333333333,11.0538461538462,0.507692307692308,16.6692307692308,9.682,1.414,18.202,9.47317073170732,1.56341463414634,18.5268292682927
1757,1983,7.46666666666667,1.36666666666667,14.7333333333333,8.14615384615385,2.42307692307692,16.2769230769231,8.648,1.546,17.958,8.84390243902439,1.21707317073171,18.2682926829268
1832,2008,3.83333333333333,0,11.6666666666667,6.58461538461538,6.06153846153846,13.1384615384615,5.4,6.392,11.676,5.03658536585366,5.87560975609756,11.3341463414634
1833,1971,5.23333333333333,3.06666666666667,10,6.78461538461538,1.72307692307692,9.34615384615385,8.49,1.414,13.29,8.78292682926829,1.40243902439024,14.2658536585366
1844,1964,7.16666666666667,9.76666666666667,17.5666666666667,6.87692307692308,4.44615384615385,14.7153846153846,7.84,3.688,16.848,7.9390243902439,3.80243902439024,17.5073170731707
1990,1962,3.93333333333333,6.1,10.9333333333333,3.63846153846154,3.49230769230769,11.7461538461538,4.798,2.514,15.004,5.15853658536585,2.41707317073171,15.6756097560976
2044,1964,8.63333333333333,0.0333333333333333,19.3333333333333,6.59230769230769,1.67692307692308,13.1846153846154,6.474,2.038,15.602,6.76829268292683,1.95609756097561,16.6243902439024
2092,1988,2.76666666666667,1.1,15.7333333333333,4.50769230769231,1.67692307692308,15.3769230769231,7.334,1.69,16.604,7.7219512195122,1.61463414634146,16.8463414634146
2120,1952,10.3666666666667,0.0333333333333333,16.2,11.1307692307692,1.77692307692308,20.3692307692308,7.49,1.396,18.906,6.36341463414634,1.4,18.1024390243902
2147,1953,6.73333333333333,2.1,19.7666666666667,7.26153846153846,3.14615384615385,19.8692307692308,7.274,2.568,17.648,7.10731707317073,3.01219512195122,17.1365853658537
2374,1954,4.6,3.16666666666667,13.6,5.96923076923077,2.17692307692308,13.2846153846154,5.21,5.546,14.762,4.8390243902439,6.43170731707317,15.1560975609756
2417,1963,10.9333333333333,0,18.7666666666667,9.03846153846154,3.20769230769231,17.7153846153846,8.984,2.79,17.662,8.99756097560975,2.54634146341463,17.6609756097561
2444,1964,8.93333333333333,0.1,21.5,7.63076923076923,1.4,16.4,6.736,1.288,18.422,6.74146341463415,1.13414634146341,19.2731707317073
2497,2003,6.56666666666667,7.1,17.4,5.67692307692308,2.93846153846154,15.4923076923077,8.558,0.694,19.064,9.43170731707317,0.434146341463415,19.9829268292683
2601,1955,5.8,0.2,14.2,4.8,3.77692307692308,12.4538461538462,5.566,2.746,13.758,5.87073170731707,2.18048780487805,14.3121951219512
2638,1986,15.0333333333333,0,19,11.8230769230769,3.20769230769231,17.3461538461538,8.668,3.524,15.788,8.2609756097561,3.28048780487805,15.5536585365854
2708,1996,3.83333333333333,0.5,12.8333333333333,4.42307692307692,4.91538461538462,13.3153846153846,6.724,6.314,14.75,7.14146341463415,6.30975609756098,14.9317073170732
2794,2014,10.2723333333333,2.93333333333333,16.4,8.03084615384615,2.90769230769231,17.4,7.84234,3.188,19.65,7.80648780487805,3.53170731707317,19.9439024390244
2925,1967,5.9,0.566666666666667,16.2,7.86153846153846,1.41538461538462,16.7307692307692,7.586,2.236,17.272,7.48536585365854,2.31951219512195,17.4634146341463
2951,2005,12.8333333333333,0,16.9666666666667,7.11538461538461,2.36923076923077,17.7692307692308,5.158,2.364,17.446,5.14634146341464,2.25121951219512,17.3536585365854
2968,1976,13.4666666666667,0,28.6,13.6153846153846,0,28.0769230769231,8.202,1.448,21.52,6.99512195121951,1.76585365853659,20.1219512195122
3028,1956,3.93333333333333,4.13333333333333,12.8333333333333,4.87692307692308,5.37692307692308,15.3846153846154,5.296,5.606,16.03,5.2,5.4780487804878,15.8731707317073
3032,2008,7.63333333333333,1.9,15.3333333333333,9.44615384615385,0.915384615384615,17.1461538461538,7.898,3.5,17.706,7.4,4.14146341463415,17.6609756097561
3044,1964,7.9,0.133333333333333,18.1666666666667,6.27692307692308,0.576923076923077,14.3461538461538,5.352,1.826,16.298,5.37560975609756,2.05365853658537,17.0414634146341
3086,2010,13.4666666666667,0,17.1,10.8846153846154,0.0923076923076923,19.4615384615385,7.084,2.478,19.806,6.29512195121951,2.99268292682927,19.6487804878049
3103,1981,4.6,1,17.8666666666667,4.8,1.94615384615385,16.8538461538462,5.782,1.426,17.576,5.9219512195122,1.19512195121951,17.8048780487805
3167,2013,0.989,9.73333333333333,8.96666666666667,5.36661538461539,4.71538461538462,13.4307692307692,8.8523,1.452,17.822,9.19875609756098,1.05853658536585,18.3634146341463
3271,1965,9.1,4.66666666666667,19.2,8.31538461538461,1.61538461538462,16.5461538461538,7.058,3.388,15.852,6.99268292682927,3.9609756097561,16.0219512195122
3320,1952,12.4,0,18.5333333333333,10,2.5,22.3615384615385,7.392,3.16,19.566,6.7780487804878,3.08780487804878,18.5390243902439
3390,1962,9.16666666666667,1.33333333333333,13.5333333333333,5.4,3.55384615384615,12.4461538461538,7.77,3.016,17.52,8.5609756097561,2.64878048780488,18.819512195122
3513,2011,11.339,0.1,17.4,6.61415384615385,6.69230769230769,13.5538461538462,4.7303,4.56,13.312,4.58653658536585,3.47073170731707,13.4195121951219
3540,2012,6.50566666666667,4.6,18,6.01669230769231,2.28461538461538,17.9,6.55666,3.6,17.488,6.61543902439024,4.01463414634146,17.3121951219512
3552,1968,5.26666666666667,4.8,17.5,9.55384615384616,2.29230769230769,18.3923076923077,8.526,1.414,17.122,7.80731707317073,1.34878048780488,16.7073170731707
3666,1950,0,0,17.7,0,1.3,20.6384615384615,0,2.488,18.704,0,2.64634146341463,17.9268292682927
3671,1965,7.96666666666667,0.566666666666667,19.2666666666667,7.33076923076923,2.57692307692308,16.9307692307692,6.684,2.644,16.444,6.71463414634146,2.44878048780488,16.6512195121951
3730,1982,2.6,26.5666666666667,12.9666666666667,6.06923076923077,8.65384615384615,16,5.916,5.458,16.736,5.57317073170732,6.03170731707317,16.7414634146341
3752,1968,7.5,2.53333333333333,14.7333333333333,9.36923076923077,1.33076923076923,15.4923076923077,6.116,3.71,12.394,5.05609756097561,4.29024390243903,11.5560975609756
3790,1962,5.7,5.86666666666667,10.4666666666667,3.43846153846154,5.07692307692308,11.1076923076923,4.62,3.022,14.68,5.16829268292683,2.56585365853658,15.4341463414634
3811,1985,5.43333333333333,2.66666666666667,13.8,7.77692307692308,2.03076923076923,16.0461538461538,7.12,2.176,18.012,6.74146341463415,2.30731707317073,18.2585365853659
4032,2008,6.96666666666667,0,17.9666666666667,8.94615384615385,2.99230769230769,19.1461538461538,7.174,1.874,19.032,6.50243902439024,1.51463414634146,18.8951219512195
4125,1967,4.7,2.86666666666667,18.5333333333333,7.77692307692308,2.69230769230769,18.8846153846154,6.604,3.83,18.404,6.24878048780488,4.27073170731707,18.390243902439
4271,1965,12.4666666666667,0.0666666666666667,16.2,9.21538461538462,1.79230769230769,14.2,7.898,3.23,14.852,7.90731707317073,3.37560975609756,15.2439024390244
4336,1960,3.73333333333333,5.7,14.6666666666667,4.78461538461538,3.18461538461538,13.7076923076923,5.37,3.738,14.606,5.30731707317073,3.99756097560976,14.9951219512195
4401,1955,8.96666666666667,0,16.7666666666667,4.91538461538462,2.29230769230769,15.4307692307692,5.01,2.214,16.978,5.31463414634146,2.32926829268293,17.5243902439024
4411,1985,2.33333333333333,1.96666666666667,12.8666666666667,6.73076923076923,1.19230769230769,15.9923076923077,7.128,1.7,17.518,6.74390243902439,1.87560975609756,17.5658536585366
4466,1950,7.3,1.86666666666667,16.5333333333333,6.43076923076923,2.4,15.6692307692308,8.106,3.714,16.672,8.40243902439024,3.91463414634146,16.9048780487805
4752,1968,3.83333333333333,2.23333333333333,16.4666666666667,8.92307692307692,0.838461538461538,17.3769230769231,6.478,2.664,14.794,5.38780487804878,3.1609756097561,14.0414634146341
4887,1973,10.8333333333333,0.266666666666667,20,9.91538461538462,1.94615384615385,18.6230769230769,7.41,2.552,15.894,6.77317073170732,2.76829268292683,15.3195121951219
5120,1952,13.2333333333333,0,17.2666666666667,12.6230769230769,0.0307692307692308,23.0692307692308,10.334,1.036,20.532,9.68780487804878,1.25365853658537,19.4609756097561
5282,1958,2.86666666666667,11.8333333333333,16.7,3.68461538461538,17.1923076923077,16.4846153846154,7.024,5.078,18.02,7.60731707317073,1.60975609756098,18.2975609756098
5568,1976,11.1,0,24.2333333333333,12.1538461538462,0,23.2692307692308,8.034,0.9,18.464,7.0609756097561,1.09756097560976,17.480487804878
5643,2001,8.76666666666667,4.46666666666667,19.0666666666667,9.75384615384615,1.58461538461538,19.6076923076923,7.57,1.856,18.508,7.08292682926829,2.08780487804878,18.1024390243902
5644,1964,8.23333333333333,0.1,20.7,6.74615384615385,1.53846153846154,14.6307692307692,6.448,2.388,16.684,6.63414634146341,2.43170731707317,17.5780487804878
5654,1994,10.6666666666667,0.6,25.0333333333333,9.87692307692308,3.72307692307692,22.6153846153846,9.162,3.032,21.136,9.14390243902439,2.74390243902439,21.0463414634146
5941,1975,6.46666666666667,2.33333333333333,17.2,4.8,16.5,14.2461538461538,7.578,8.93,15.868,8.19268292682927,6.11219512195122,16.4829268292683
6259,2009,5.13333333333333,7.6,17.5333333333333,6.79230769230769,6.93076923076923,18.7692307692308,7.076,4.118,18.134,7.06341463414634,3.38048780487805,17.8707317073171
7367,2013,1.31133333333333,1.83333333333333,11.8333333333333,4.86415384615385,1.43846153846154,15.3076923076923,7.7543,1.092,18.522,8.01012195121951,1.01951219512195,18.9024390243902
7394,2014,6.99466666666667,1.46666666666667,14.4666666666667,7.75653846153846,2.38461538461538,15.7769230769231,6.82006,4.24,16.862,6.5110243902439,4.52682926829268,16.8829268292683
7432,2008,6,0.466666666666667,16.5,7.7,3.30769230769231,18.2307692307692,6.876,2.912,18.142,6.51219512195122,2.55609756097561,18.0024390243902
167,2014,9.55,4.43333333333333,16.3333333333333,8.32684615384615,3.70769230769231,17.3846153846154,7.7926,2.974,19.732,7.92839024390244,2.77560975609756,20.1146341463415
232,2009,3.4,1.86666666666667,17.9,6.36923076923077,3.81538461538462,18.5,7.336,2.944,18.09,7.25365853658537,2.56585365853658,17.9146341463415
238,1987,8.1,0.7,16.1,9.53076923076923,0.353846153846154,19.3153846153846,7.106,3.64,16.828,6.47560975609756,4.3780487804878,15.9609756097561
282,1959,5.96666666666667,1.63333333333333,19.2,6.06153846153846,1.97692307692308,18.1,6.984,2.67,19.194,7.29268292682927,2.74878048780488,19.5634146341463
320,1953,4.66666666666667,14.7666666666667,17.2,7.5,6.57692307692308,18.8846153846154,8.226,2.152,17.294,8.02439024390244,2.04634146341463,16.7707317073171
330,1983,4.1,3.96666666666667,14.9,5.94615384615385,1.81538461538462,17.2461538461538,7.694,0.66,19.42,8.02195121951219,0.519512195121951,19.8195121951219
400,1993,2.56666666666667,0.666666666666667,13.1,6.50769230769231,0.669230769230769,15.7615384615385,6.132,2.412,17.144,5.77560975609756,2.78292682926829,17.1463414634146
427,1994,11.3333333333333,0,23.8333333333333,11.2230769230769,2.53076923076923,21.5307692307692,10.162,2.484,22.08,10.0536585365854,2.22682926829268,22.3707317073171
433,1972,10.8333333333333,0,20.7333333333333,7.73846153846154,2.40769230769231,18.4538461538462,6.892,3.45,19.836,7.12682926829268,3.44390243902439,20.2560975609756
460,1973,10.8333333333333,0,21.2666666666667,10.5153846153846,0.346153846153846,20.7692307692308,8.016,1.946,17.844,7.44390243902439,2.26341463414634,17.1829268292683
1000,1993,7.93333333333333,1.93333333333333,13.3,7.82307692307692,1.06153846153846,14.9153846153846,5.822,3.356,15.99,5.24390243902439,3.99268292682927,16.0365853658537
1001,1956,4.4,1.3,12.5333333333333,4.67692307692308,3.49230769230769,15.3,6.754,3.074,16.412,7.07560975609756,2.87560975609756,16.3536585365854
1201,1956,5.23333333333333,1.9,14.3,4.31538461538462,1.63076923076923,15.9,5.03,2.946,16.32,5.1609756097561,3.21463414634146,16.2146341463415
1270,2003,11.1666666666667,0,17.3666666666667,6.09230769230769,1.23846153846154,16.5692307692308,8.928,0.792,20.444,10.0780487804878,0.573170731707317,21.3341463414634
1276,1981,5.43333333333333,2.6,18.5666666666667,7.28461538461538,2.31538461538462,17.2538461538462,6.412,4.436,17.614,6.1390243902439,4.86829268292683,17.7780487804878
1303,1982,6.63333333333333,5.16666666666667,15.4,5.78461538461538,3.83846153846154,16.2769230769231,7.188,2.142,19.204,7.58048780487805,1.77317073170732,19.8560975609756
1346,1991,2.7,9.2,6.1,8.74615384615385,4.93076923076923,11.8538461538462,8.446,2.844,13.098,7.8390243902439,2.5780487804878,12.9780487804878
1379,1970,8.7,0.233333333333333,17.8333333333333,6.23846153846154,3.47692307692308,15.4615384615385,7.368,3.684,15.492,7.83658536585366,3.40731707317073,15.6707317073171
1443,2002,9.83333333333333,0,20.1666666666667,9.00769230769231,1.03076923076923,19.0615384615385,7.062,3.608,19.654,6.81463414634146,4.07317073170732,19.8926829268293
1503,1982,5.8,4.56666666666667,16.1666666666667,5.57692307692308,3.7,15.7846153846154,6.716,1.302,18.59,7.00731707317073,0.997560975609756,19.290243902439
1605,2008,5.83333333333333,0.7,17.5666666666667,8.19230769230769,2.57692307692308,19.3,6.916,2.13,19.16,6.37560975609756,1.86341463414634,18.9853658536585
1639,1950,4.73333333333333,0.166666666666667,18.7333333333333,8.08461538461538,5.93846153846154,19.9,8.95,3.268,18.252,8.72439024390244,2.45365853658537,17.6512195121951
1757,1984,5.96666666666667,0.666666666666667,12.5,4.67692307692308,1.65384615384615,12.3230769230769,5.864,1.462,16.392,6.11951219512195,1.55121951219512,17.2560975609756
1832,2009,2.3,8.06666666666667,11.9,3.12307692307692,13.1692307692308,12.6153846153846,5.95,6.376,12.348,6.44878048780488,4.5609756097561,12.1926829268293
1833,1972,9.93333333333333,0,13.8333333333333,6.6,4.29230769230769,10.6615384615385,6.522,4.758,12.944,6.9219512195122,4.44146341463415,13.6390243902439
1844,1965,9.56666666666667,3.46666666666667,18,8.34615384615385,3.26153846153846,16.3153846153846,6.67,3.984,15.512,6.53170731707317,4.0780487804878,15.6317073170732
1990,1963,4.66666666666667,2.76666666666667,16.3666666666667,5.65384615384615,1.43076923076923,18.0076923076923,6.638,1.908,17.894,6.78292682926829,2.1780487804878,17.7243902439024
2039,1950,0.9,1.8,16.6333333333333,6.05384615384615,3.83846153846154,18.5076923076923,7.42,2.73,17.436,7.20731707317073,2.28048780487805,16.9878048780488
2044,1965,10.0666666666667,0.633333333333333,15.4333333333333,7.93076923076923,0.415384615384615,13.5769230769231,6.25,1.59,13.742,6.19268292682927,1.85365853658537,14.0463414634146
2092,1989,7.33333333333333,0.1,16.2333333333333,4.79230769230769,1.66923076923077,16.7538461538462,6.1,2.29,16.726,6.6780487804878,2.27073170731707,16.7317073170732
2120,1953,5.13333333333333,10,18.0666666666667,8.42307692307692,9.82307692307692,20.1076923076923,7.76,0.896,17.748,7.24878048780488,0.982926829268293,17.0463414634146
2147,1954,3.5,4.6,13.3666666666667,5.05384615384615,3.29230769230769,13.6307692307692,4.392,6.246,15.136,4.08048780487805,7.09268292682927,15.5048780487805
2303,1982,4.93333333333333,7.76666666666667,15.5,6.74615384615385,4.08461538461538,15.2307692307692,9.19,1.042,17.814,9.57804878048781,0.570731707317073,18.3975609756098
2374,1955,12.5666666666667,0.0666666666666667,15.1333333333333,7.20769230769231,1.63076923076923,15.2230769230769,8.624,0.7,17.59,9.15121951219512,0.35609756097561,18.1292682926829
2417,1964,5.43333333333333,4.13333333333333,17.4,7.6,1.37692307692308,14.8538461538462,8.468,1.938,17.218,8.36341463414634,2.22926829268293,17.8975609756098
2444,1965,8.5,1.53333333333333,18.8666666666667,7.07692307692308,1.42307692307692,16.8307692307692,6.162,1.436,16.394,6.20487804878049,1.41219512195122,16.5975609756098
2497,2004,8.66666666666667,1.86666666666667,15.1333333333333,7.15384615384615,1.28461538461538,13.8846153846154,6.794,1.996,16.416,6.82195121951219,2.16341463414634,16.9634146341463
2601,1956,3.63333333333333,6.4,9.4,5.53076923076923,3.51538461538462,11.7,6.224,3.766,12.718,6.10731707317073,4.00243902439024,12.6512195121951
2638,1987,8.36666666666667,1.13333333333333,14.5666666666667,8.8,9.67692307692308,17.2230769230769,7.504,4.702,14.656,7.27317073170732,2.74878048780488,13.7926829268293
2708,1997,0.4,7.96666666666667,13.1666666666667,2.90769230769231,10.5153846153846,13.0692307692308,6.396,5.65,15.176,7.11463414634146,4.30487804878049,15.6365853658537
2925,1968,5.16666666666667,5.6,17.2333333333333,6.74615384615385,1.44615384615385,17.1846153846154,6.006,1.66,15.442,5.59268292682927,1.98292682926829,15
2951,2006,2.93333333333333,0.1,18.2666666666667,9.3,0.284615384615385,21.2846153846154,8.99,0.77,20.972,8.53170731707317,0.897560975609756,20.7560975609756
2968,1977,4.83333333333333,1.73333333333333,16.7333333333333,6.49230769230769,0.861538461538461,19.5538461538462,5.536,2.716,18.652,5.0609756097561,3.24634146341463,18.1926829268293
3028,1957,9.26666666666667,0,16.9,11.4076923076923,0.523076923076923,21.4846153846154,6.568,3.38,17.816,5.20487804878049,4.03170731707317,16.3853658536585
3032,2009,8.9,0,18.4666666666667,9.9,0.407692307692308,19.1153846153846,7.68,2.528,17.984,7.1219512195122,2.96829268292683,17.690243902439
3044,1965,7.6,0,14.9,6.31538461538462,1.68461538461538,13.7769230769231,5.61,3.596,14.726,5.62439024390244,3.85121951219512,15.1634146341463
3086,2011,12.45,0,19.3,6.68076923076923,3.05384615384615,16.9769230769231,4.50664,4.124,16.91,4.42436585365854,4.08048780487805,16.9829268292683
3103,1982,4.8,5.5,16,5.85384615384615,2.27692307692308,15.9230769230769,8.28,1.006,19.47,8.68292682926829,0.907317073170732,20.2609756097561
3167,2014,4.517,3.33333333333333,13.7333333333333,7.41423076923077,2.56923076923077,14.8923076923077,6.42106,5.356,16.704,6.02282926829268,5.9609756097561,16.9243902439024
3271,1966,2.56666666666667,14.1666666666667,13.8,5.30769230769231,14.6,14.9923076923077,6.398,6.682,15.744,6.43414634146342,4.68536585365854,15.7975609756098
3390,1963,10.7666666666667,0.266666666666667,19.3,8.78461538461539,4.33076923076923,18.5153846153846,8.314,3.05,18.576,8.19268292682927,2.36829268292683,18.6048780487805
3513,2012,6.51666666666667,0.433333333333333,13.6666666666667,4.78084615384615,5.76153846153846,15.4076923076923,5.8947,3.924,14.756,6.25448780487805,3.13414634146341,14.3365853658537
3540,2013,1.18333333333333,9.6,11.1333333333333,5.36930769230769,4.1,15.5307692307692,8.60402,1.604,18.978,8.90163414634147,1.37560975609756,19.3292682926829
3552,1969,7.26666666666667,0.533333333333333,17.1,5.35384615384615,1.77692307692308,16.9846153846154,8.656,0.334,19.202,9.39024390243902,0.2,19.6634146341463
3666,1951,0,2.13333333333333,13.4666666666667,0,0.7,15.2923076923077,0,2.202,17.354,0,2.68048780487805,17.6121951219512
3671,1966,3.43333333333333,8.03333333333333,14.9,5.25384615384615,5.64615384615385,15.9769230769231,5.956,3.3,16.028,5.96585365853659,2.83170731707317,15.9268292682927
3730,1983,2.63333333333333,10.5333333333333,13.9333333333333,6.40769230769231,5.9,15.3230769230769,7.702,4.556,17.222,7.74878048780488,4.53658536585366,17.5536585365854
3752,1969,2.16666666666667,1.83333333333333,9.16666666666667,5.06923076923077,1.19230769230769,11.6692307692308,7.606,2.44,14.72,7.86829268292683,2.81707317073171,15.090243902439
3790,1963,4.1,5.43333333333333,14.7666666666667,4.53846153846154,3.46153846153846,16.3230769230769,5.892,2.336,16.912,6.16585365853659,2.4219512195122,16.9341463414634
3811,1986,14.2,0,20.8,10.6538461538462,1.06153846153846,20.7538461538462,7.496,1.506,18.864,7.10975609756098,1.5,18.3829268292683
3946,1991,4.36666666666667,3.56666666666667,13.3,7.24615384615385,0.853846153846154,16.9461538461538,7.21,1.698,18.13,6.88292682926829,2.06829268292683,18.1439024390244
4032,2009,1.13333333333333,0.5,17.8666666666667,6.90769230769231,2.33846153846154,19.6769230769231,7.514,1.654,19.478,7.05609756097561,1.5219512195122,19.1951219512195
4125,1968,9.96666666666667,0.233333333333333,20.7,9.50769230769231,2.75384615384615,20.1230769230769,5.134,9.874,16.036,4.10731707317073,11.1853658536585,15.0731707317073
4271,1966,6.2,6.86666666666667,14.7333333333333,7.21538461538462,4.23846153846154,16.0307692307692,7.85,3.122,16.444,7.86341463414634,2.9780487804878,16.4121951219512
4336,1961,9.03333333333333,11.3333333333333,16.1,10.9153846153846,2.63076923076923,17.8230769230769,7.98,2.942,15.726,7.2,3.58292682926829,15.2317073170732
4401,1956,4.8,4.1,13.4333333333333,4.34615384615385,3.85384615384615,15.4923076923077,4.928,5.45,16.094,4.98292682926829,5.73414634146341,15.9707317073171
4411,1986,13.3666666666667,0,20.8666666666667,10.9230769230769,1.07692307692308,20.2230769230769,8.238,1.274,18.588,7.90243902439024,1.21219512195122,18.2463414634146
4466,1951,5.53333333333333,1.9,12.7666666666667,5.01538461538462,1.54615384615385,13.3846153846154,6.388,3.118,15.66,6.81219512195122,3.45365853658537,16.1195121951219
4752,1969,2.56666666666667,3.63333333333333,11.9333333333333,5.59230769230769,1.40769230769231,14.5384615384615,7.96,2.284,17.252,8.15609756097561,2.60487804878049,17.5658536585366
4887,1974,3.33333333333333,1.3,14.3,6.11538461538461,2.48461538461538,13.4461538461538,6.918,4.038,15.192,7.00243902439024,4.23170731707317,15.7
5120,1953,1.53333333333333,6.46666666666667,16.8,4.42307692307692,8.39230769230769,17.7538461538462,8.062,2.93,17.592,8.54146341463415,2.17317073170732,17.380487804878
5282,1959,8.93333333333333,0.433333333333333,19.2,6.10769230769231,2.85384615384615,17.6,6.092,4.448,18.916,6.46585365853659,4.55121951219512,19.3560975609756
5568,1977,5.06666666666667,0.133333333333333,14.6666666666667,6.63846153846154,1.11538461538462,16.6615384615385,5.256,1.456,16.036,4.73170731707317,1.7609756097561,15.7560975609756
5643,2002,8.4,1.6,15.4333333333333,4.2,0.938461538461539,15.4538461538462,5.106,3.65,18.278,5.65609756097561,4.27073170731707,18.9170731707317
