717,19370101,20040630,443.0,51.3873,8.5737,Brilon,Nordrhein-Westfalen,W
722,19470911,20150422,1134.0,51.7986,10.6183,Brocken,Sachsen-Anhalt,O
727,19580101,19861231,290.0,49.7345,8.9557,Brombachtal-Kirch-Brombach,Hessen,W
729,19470101,19801231,600.0,50.8282,10.454,Brotterode,Thüringen,O
736,19470101,19991231,390.0,49.6303,7.1148,Brücken,Rheinland-Pfalz,W
738,19690501,19840831,310.0,50.308,9.7835,"Brückenau, Bad (A)",Bayern,S
755,19350101,20150422,340.0,49.5181,9.3214,"Buchen, Kr. Neckar-Odenwald",Baden-Württemberg,S
757,19901001,20150422,445.0,47.9624,7.998,Buchenbach,Baden-Württemberg,S
760,19760601,20040531,77.0,53.3552,9.9355,Buchholz in der Nordheide,Niedersachsen,N
766,20000701,20150422,477.0,50.1746,7.0595,Büchel (Flugplatz),Rheinland-Pfalz,W
769,19790101,20150422,68.0,52.2817,9.0889,Bückeburg,Niedersachsen,N
771,19470101,19551231,148.0,50.2769,9.1167,Büdingen,Hessen,W
772,19470101,19860430,190.0,48.6957,8.1744,Bühlertal,Baden-Württemberg,S
773,19860501,20041231,478.0,48.6743,8.1799,Bühlertal-Obertal,Baden-Württemberg,S
793,19920101,19941031,530.0,49.662,7.1098,Buhlenberg,Rheinland-Pfalz,W
807,19410101,20061231,290.0,49.745,10.6434,Schlüsselfeld (Kläranlage),Bayern,S
817,19521001,20150422,293.0,51.0306,8.8146,Burgwald-Bottendorf,Hessen,W
833,19910101,20010430,615.0,50.6897,13.4969,Neuhausen/Erzgeb.-Rauschenbach (Talsp.),Sachsen,O
840,19950301,20150422,897.0,50.4313,12.6114,Carlsfeld,Sachsen,O
848,19400101,19781231,38.0,52.6147,10.0727,Celle (Stadt),Niedersachsen,N
850,19790101,20150422,39.0,52.5959,10.0296,Celle,Niedersachsen,N
851,19480201,19960430,389.0,49.2504,12.604,Pemfling-Pitzling,Bayern,S
853,19470101,20150422,418.0,50.7913,12.872,Chemnitz,Sachsen,O
856,19980101,20150422,551.0,47.8843,12.5404,Chieming,Bayern,S
863,18900101,20120404,585.0,51.7904,10.347,Clausthal-Zellerfeld,Niedersachsen,N
865,19600101,19710228,42.0,52.8441,8.0624,Cloppenburg,Niedersachsen,N
867,19470101,20150422,345.0,50.3067,10.968,Lautertal-Oberlauter,Bayern,S
879,20000701,20030331,68.0,51.7667,14.2833,Cottbus (Flugplatz),Brandenburg,O
880,18870101,20150422,69.0,51.776,14.3168,Cottbus,Brandenburg,O
881,19500101,20031231,423.0,49.0984,10.098,Crailsheim-Alexandersreut,Baden-Württemberg,S
888,19650101,19911216,269.0,50.8149,12.3821,Crimmitschau,Sachsen,O
891,19460101,20150422,5.0,53.8713,8.7058,Cuxhaven,Niedersachsen,N
896,19910101,20150422,170.0,51.0773,10.8626,Dachwig,Thüringen,O
917,19950801,20150422,162.0,49.8809,8.6779,Darmstadt,Hessen,W
918,19871001,19950731,122.0,49.8453,8.624,Darmstadt (A),Hessen,W
919,19370203,19740731,169.0,49.8697,8.6796,Darmstadt-Botanischer Garten,Hessen,W
931,19890801,20031231,708.0,47.8007,9.4108,Deggenhausertal-Azenweiler,Baden-Württemberg,S
948,19470101,19501231,60.0,51.8512,12.2515,Dessau,Sachsen-Anhalt,O
953,19500801,20150422,481.0,49.7619,7.0541,Deuselbach,Rheinland-Pfalz,W
954,19980101,20150422,0.0,54.1667,7.45,UFS Deutsche Bucht,Hamburg,N
963,19520901,20150422,39.0,52.5881,8.3424,Diepholz,Niedersachsen,N
964,19520101,19621231,413.0,50.0832,6.8904,Dierfeld,Rheinland-Pfalz,W
965,19510101,19751231,100.0,51.2401,13.4166,Diesbar-Seußlitz,Sachsen,O
970,19850401,19990630,405.0,49.4158,10.6734,Dietenhofen,Bayern,S
979,19470801,20150422,314.0,50.7313,8.2622,Dillenburg,Hessen,W
982,19470501,20061130,420.0,48.5701,10.4985,Dillingen/Donau,Bayern,S
983,20061201,20150422,419.0,48.5562,10.5599,Dillingen/Donau-Fristingen,Bayern,S
991,19910101,20150422,365.0,50.9169,13.713,Dippoldiswalde-Reinberg,Sachsen,O
1000,19910701,19970831,3.0,54.1442,11.8454,"Doberan, Bad-Heiligendamm",Mecklenburg-Vorpommern,O
1001,19480701,20150422,97.0,51.6451,13.5747,Doberlug-Kirchhain,Brandenburg,O
1006,19471101,19610930,15.0,53.1399,11.2544,Dömitz,Mecklenburg-Vorpommern,O
1018,19510101,20041231,677.0,47.9422,8.5046,Donaueschingen,Baden-Württemberg,S
1032,19500101,19990930,120.0,51.512,7.5345,Dortmund,Nordrhein-Westfalen,W
1048,19600101,20150422,227.0,51.128,13.7543,Dresden-Klotzsche,Sachsen,O
1050,19490101,20150422,114.0,51.0221,13.847,Dresden-Hosterwitz,Sachsen,O
1051,19670101,20150422,119.0,51.024,13.7737,Dresden-Strehlen,Sachsen,O
1052,19930501,20150422,80.0,52.2172,12.1635,Drewitz bei Burg,Sachsen-Anhalt,O
1066,19630101,19761231,180.0,51.504,10.2613,Duderstadt,Niedersachsen,N
1072,19520101,20150422,107.0,49.4719,8.1929,"Dürkheim, Bad",Rheinland-Pfalz,W
1073,19360101,19521231,115.0,49.4686,8.1797,"Dürkheim, Bad (Saline)",Rheinland-Pfalz,W
1074,19470401,19730228,103.0,51.3043,12.081,"Dürrenberg, Bad",Sachsen-Anhalt,O
1078,19690701,20150422,37.0,51.296,6.7686,Düsseldorf,Nordrhein-Westfalen,W
1079,19350101,19960731,37.0,51.1998,6.7574,Düsseldorf-Südfriedhof,Nordrhein-Westfalen,W
1084,19940501,20070531,31.0,51.394,6.7026,Duisburg-Friemersheim,Nordrhein-Westfalen,W
1087,19510101,19931231,21.0,51.4634,6.7321,Duisburg-Laar,Nordrhein-Westfalen,W
1091,19910101,20071231,258.0,51.2806,10.7362,Ebeleben,Thüringen,O
1093,19510101,20051031,131.0,49.46,8.9584,Eberbach (LUBW),Baden-Württemberg,S
1102,19871101,20021231,300.0,48.7201,9.5328,Ebersbach/Fils,Baden-Württemberg,S
1103,19780101,20150422,592.0,48.1002,11.9872,Ebersberg-Halbing,Bayern,S
1106,19470101,19501231,45.0,52.8239,13.7979,Eberswalde,Brandenburg,O
1107,19630101,20150422,346.0,49.852,10.499,Ebrach,Bayern,S
1130,20000701,20050131,17.0,54.6282,9.3648,Eggebek,Schleswig-Holstein,N
1146,19850701,19870731,487.0,48.6593,8.9121,Ehningen,Baden-Württemberg,S
1154,19450101,19660930,470.0,48.3416,12.882,Eiberg,Bayern,S
1161,19550101,20150422,384.0,48.8779,11.2347,Eichstätt-Landershofen,Bayern,S
1169,19760201,19990930,264.0,47.6288,7.5959,Eimeldingen,Baden-Württemberg,S
1172,19510101,19891130,123.0,51.8189,9.8871,Einbeck,Niedersachsen,N
1182,19470101,20010531,146.0,51.5029,11.5705,Eisleben-Helfta,Sachsen-Anhalt,O
1185,20010319,20021117,0.0,54.0,8.1167,UFS Elbe 1,Hamburg,N
1188,19470101,19740831,518.0,50.7041,10.8576,Elgersburg,Thüringen,O
1197,19410101,20150422,460.0,48.9895,10.1312,Ellwangen-Rindelbach,Baden-Württemberg,S
1200,19980101,20150422,3.0,54.0691,9.0106,Elpersbüttel,Schleswig-Holstein,N
1201,19470701,20001231,85.0,50.9281,6.5646,Elsdorf/Erftkreis,Nordrhein-Westfalen,W
1204,19490101,19651231,1.0,53.2346,8.4612,Elsfleth,Niedersachsen,N
1207,19480601,20150422,560.0,50.2707,12.2738,"Elster, Bad-Sohl",Sachsen,O
1214,19871101,20150422,440.0,48.2012,8.1089,Elzach-Fisnacht,Baden-Württemberg,S
1219,19470101,19970630,5.0,53.3449,7.1909,Emden-Nesserland,Niedersachsen,N
1221,19550101,19740228,0.0,53.3707,7.2236,Emden-Wolthusen,Niedersachsen,N
1224,19751101,20150422,201.0,48.1378,7.8351,Emmendingen-Mundingen,Baden-Württemberg,S
1228,20000701,20150422,0.0,54.1651,6.346,UFS TW Ems,Hamburg,N
1229,19470101,19970331,90.0,50.3324,7.6975,"Ems, Bad",Rheinland-Pfalz,W
1238,19510101,19960930,144.0,50.9884,7.425,Engelskirchen,Nordrhein-Westfalen,W
1239,19860801,20080923,540.0,47.8516,8.7673,Engen/Hegau,Baden-Württemberg,S
1243,19760101,19850930,705.0,48.4734,9.3028,Eningen,Baden-Württemberg,S
1254,19470701,20021130,210.0,49.1307,8.9165,Eppingen,Baden-Württemberg,S
1255,20021201,20150422,220.0,49.1664,8.8523,Eppingen-Elsenz,Baden-Württemberg,S
1262,19920517,20150422,446.0,48.3477,11.8133,München-Flughafen,Bayern,S
1266,19640501,20150422,18.0,54.2989,9.3161,Erfde,Schleswig-Holstein,N
1270,19510101,20150422,316.0,50.9829,10.9608,Erfurt-Weimar,Thüringen,O
1275,19670401,19801231,340.0,48.3008,13.1398,Ering,Bayern,S
1276,19800801,20021231,408.0,47.6358,9.5392,Eriskirch-Mariabrunn,Baden-Württemberg,S
1279,19490101,20150422,268.0,49.6497,11.0073,Möhrendorf-Kleinseebach,Bayern,S
1280,19470401,19531231,280.0,49.5692,10.9929,Erlangen-Bruck,Bayern,S
1287,19911201,20060831,198.0,49.8589,9.2861,Eschau-Hobbach,Bayern,S
